airline,airlineID,sourceAirport,sourceAirportID,sourceAirportName,sourceCity,sourceCountry,sourceLat,sourceLon,destinationAirport,destinationAirportID,destinationAirportName,destinationCity,destinationCountry,destinationLat,destinationLon,Codeshare,Stops,Equipment,airlineName,active,departureDate,arrivalDate,departureYear,departureMonth,departureDay,arrivalYear,arrivalMonth,arrivalDay,punctuality,serviceQuality,handlingPassengers,airHelpScore,DEPARTURE_DELAY,ARRIVAL_DELAY,AIR_TIME,APPID,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating
XQ,4573,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959,SXB,1435,Strasbourg Airport,Strasbourg,France,48.53829956,7.628230095,,0,738,SunExpress,Y,10-10-2020,10-10-2020,2020,10,10,2020,10,10,6.1,6,4.2,5.43,4,-9,212,TVR537,7,4,4,1,0,0
XQ,4573,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959,TXL,351,Berlin-Tegel Airport,Berlin,Germany,52.5597,13.2877,,0,738,SunExpress,Y,10-03-2020,10-03-2020,2020,10,3,2020,10,3,8.3,6.3,0.8,5.13,-1,3,173,TVR538,10,5,5,5,0,0
XQ,4573,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959,TZX,1726,Trabzon International Airport,Trabzon,Turkey,40.99509811,39.78969955,,0,738,SunExpress,Y,10-10-2020,10-10-2020,2020,10,10,2020,10,10,7.5,6,1.7,5.04,2,-15,289,TVR539,4,2,2,3,3,0
XQ,4573,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959,VIE,1613,Vienna International Airport,Vienna,Austria,48.11029816,16.56970024,,0,738,SunExpress,Y,10/14/2020,10/14/2020,2020,10,14,2020,10,14,8.9,9.5,8.9,9.08,-7,-1,68,TVR540,5,4,4,1,0,0
XQ,4573,ADB,1706,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959,ZRH,1678,Z�rich Airport,Zurich,Switzerland,47.464699,8.54917,,0,738,SunExpress,Y,09-12-2020,09-12-2020,2020,9,12,2020,9,12,7.6,9.5,8.6,8.57,-2,5,334,TVR541,7,4,3,4,3,5
AC,330,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JED,2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502,Y,0,333,Air Canada,Y,09-10-2020,09-10-2020,2020,9,10,2020,9,10,8.6,9.3,7.5,8.43,-7,7,48,TVR542,9,5,5,5,5,4
AI,218,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BOM,2997,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703,Y,0,752,Air India Limited,Y,9/16/2020,9/16/2020,2020,9,16,2020,9,16,8.4,7.8,2.3,6.13,164,156,48,TVR543,8,3,3,4,2,1
AI,218,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DEL,3093,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,Y,0,763,Air India Limited,Y,10-02-2020,10-02-2020,2020,10,2,2020,10,2,6.4,8.3,3.7,6.13,-6,-11,96,TVR544,0,3,1,3,2,2
CA,751,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,CAN,3370,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,,0,77W,Air China,Y,10/17/2020,10/17/2020,2020,10,17,2020,10,17,8.6,6.3,3.3,6.03,-4,8,171,TVR545,5,3,3,3,0,5
CA,751,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,PEK,3364,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,,0,77L,Air China,Y,09-11-2020,09-11-2020,2020,9,11,2020,9,11,6.9,7.8,3.3,5.99,-3,10,232,TVR546,0,1,2,1,0,4
EK,2183,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DXB,2188,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,,0,332,Emirates,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,7.9,7.8,1.3,5.66,-8,-10,78,TVR547,5,3,5,3,0,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,ABV,260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161,7.263169765,,0,77L,Ethiopian Airlines,Y,10-10-2020,10-10-2020,2020,10,10,2020,10,10,6.1,6,4.2,5.43,-3,-9,145,TVR548,10,5,5,5,5,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,ACC,248,Kotoka International Airport,Accra,Ghana,5.6051898,-0.166786,,0,738,Ethiopian Airlines,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,8.3,6.3,0.8,5.13,-6,-8,136,TVR549,4,2,3,2,1,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,AMH,1109,Arba Minch Airport,Arba Minch,Ethiopia,6.039390087,37.59049988,,0,DH8,Ethiopian Airlines,Y,10/30/2020,10/30/2020,2020,10,30,2020,10,30,7.5,6,1.7,5.04,-3,4,358,TVR550,5,3,4,5,1,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,ASO,1119,Asosa Airport,Asosa,Ethiopia,10.01850033,34.5862999,,0,DH8,Ethiopian Airlines,Y,09-08-2020,09-08-2020,2020,9,8,2020,9,8,7.6,7.8,8.6,8,-1,-30,136,TVR551,7,4,4,3,3,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,AXU,1110,Axum Airport,Axum,Ethiopia,14.14680004,38.77280045,,0,DH8,Ethiopian Airlines,Y,10/19/2020,10/19/2020,2020,10,19,2020,10,19,8.8,6,9.1,7.95,-2,-17,162,TVR552,5,4,1,2,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BEY,2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.82089996,35.48839951,,0,738,Ethiopian Airlines,Y,10/17/2020,10/17/2020,2020,10,17,2020,10,17,8.9,9.5,8.9,9.08,19,2,87,TVR553,4,3,2,1,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BJR,1111,Bahir Dar Airport,Bahar Dar,Ethiopia,11.60809994,37.32160187,,0,DH8,Ethiopian Airlines,Y,09-08-2020,09-08-2020,2020,9,8,2020,9,8,7.6,9.5,8.6,8.57,-2,-20,284,TVR554,9,4,4,4,4,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BKK,3885,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,,0,763,Ethiopian Airlines,Y,10/27/2020,10/27/2020,2020,10,27,2020,10,27,8.6,9.3,7.5,8.43,-4,-16,112,TVR555,8,4,4,4,3,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BKO,1044,Modibo Keita International Airport,Bamako,Mali,12.5335,-7.94994,,0,763,Ethiopian Airlines,Y,09-09-2020,09-09-2020,2020,9,9,2020,9,9,8.4,7.8,2.3,6.13,-5,-22,93,TVR556,3,1,3,2,0,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,BOM,2997,Chhatrapati Shivaji International Airport,Mumbai,India,19.08869934,72.86789703,,0,788,Ethiopian Airlines,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,6.4,8.3,3.7,6.13,2,-7,131,TVR557,2,1,3,1,1,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,CAI,1128,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959,,0,73W 738,Ethiopian Airlines,Y,9/20/2020,9/20/2020,2020,9,20,2020,9,20,8.6,6.3,3.3,6.03,-2,-31,88,TVR558,8,4,4,3,2,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,CAN,3370,Guangzhou Baiyun International Airport,Guangzhou,China,23.39240074,113.2990036,,0,77W,Ethiopian Airlines,Y,10-02-2020,10-02-2020,2020,10,2,2020,10,2,8.5,9.8,6.8,8.33,-6,-3,137,TVR559,8,3,4,4,1,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,CDG,1382,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,,0,763,Ethiopian Airlines,Y,10/17/2020,10/17/2020,2020,10,17,2020,10,17,8.5,7.8,8.7,8.31,1,13,245,TVR560,8,4,4,3,4,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,COO,245,Cadjehoun Airport,Cotonou,Benin,6.357230186,2.384350061,,0,73W 752,Ethiopian Airlines,Y,9/15/2020,9/15/2020,2020,9,15,2020,9,15,8,8,8.9,8.29,-1,-38,114,TVR561,2,2,1,3,2,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DAR,1177,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599,,0,738 73W,Ethiopian Airlines,Y,10-08-2020,10-08-2020,2020,10,8,2020,10,8,9,8.3,7.4,8.19,-1,-15,61,TVR562,4,3,1,3,2,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DEL,3093,Indira Gandhi International Airport,Delhi,India,28.5665,77.103104,,0,752,Ethiopian Airlines,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,8.9,8,7.5,8.12,0,1,46,TVR563,10,4,5,4,3,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DIR,1112,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.624699593,41.85419846,,0,DH8 73W,Ethiopian Airlines,Y,10/13/2020,10/13/2020,2020,10,13,2020,10,13,8.6,6.5,9.1,8.09,-1,-7,28,TVR564,0,1,1,1,1,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DLA,897,Douala International Airport,Douala,Cameroon,4.006080151,9.719479561,,0,763,Ethiopian Airlines,Y,10-02-2020,10-02-2020,2020,10,2,2020,10,2,8.5,9.8,6.8,8.33,0,-13,120,TVR565,0,2,1,1,2,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DMM,2064,King Fahd International Airport,Dammam,Saudi Arabia,26.47120094,49.79790115,,0,73W,Ethiopian Airlines,Y,9/26/2020,9/26/2020,2020,9,26,2020,9,26,8.5,7.8,8.7,8.31,-7,-5,72,TVR566,2,1,4,3,0,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,DXB,2188,Dubai International Airport,Dubai,United Arab Emirates,25.25279999,55.36439896,,0,77L 738 788 763,Ethiopian Airlines,Y,9/17/2020,9/17/2020,2020,9,17,2020,9,17,8,8,8.9,8.29,80,69,214,TVR567,7,4,4,4,5,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,EBB,1187,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501,,0,763 73W,Ethiopian Airlines,Y,10-08-2020,10-08-2020,2020,10,8,2020,10,8,9,8.3,7.4,8.19,17,9,229,TVR568,7,1,3,4,5,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,ENU,264,Akanu Ibiam International Airport,Enugu,Nigeria,6.474269867,7.56196022,,0,752,Ethiopian Airlines,Y,10/26/2020,10/26/2020,2020,10,26,2020,10,26,8.9,8,7.5,8.12,4,17,96,TVR569,8,5,5,4,4,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,FBM,1038,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),-11.59130001,27.53089905,,0,738 73W,Ethiopian Airlines,Y,10/20/2020,10/20/2020,2020,10,20,2020,10,20,8.6,6.5,9.1,8.09,-2,-6,115,TVR570,10,5,5,5,5,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,FCO,1555,Leonardo da Vinci�Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,,0,763,Ethiopian Airlines,Y,9/30/2020,9/30/2020,2020,9,30,2020,9,30,8.2,8,7.9,8.04,-10,-16,25,TVR571,9,5,5,5,3,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,FIH,1020,Ndjili International Airport,Kinshasa,Congo (Kinshasa),-4.38575,15.4446,,0,788,Ethiopian Airlines,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,8.5,8,7.5,8.01,-9,10,73,TVR572,10,5,5,5,5,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,FRA,340,Frankfurt am Main Airport,Frankfurt,Germany,50.033333,8.570556,,0,788,Ethiopian Airlines,Y,9/28/2020,9/28/2020,2020,9,28,2020,9,28,7.6,7.8,8.6,8,-7,7,52,TVR573,8,4,5,5,0,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,GDQ,1114,Gonder Airport,Gondar,Ethiopia,12.51990032,37.43399811,,0,DH8,Ethiopian Airlines,Y,10/20/2020,10/20/2020,2020,10,20,2020,10,20,8.8,6,9.1,7.95,-6,-9,90,TVR574,4,0,0,0,0,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,GMB,1113,Gambella Airport,Gambella,Ethiopia,8.128760338,34.56309891,,0,DH8,Ethiopian Airlines,Y,9/27/2020,9/27/2020,2020,9,27,2020,9,27,8.5,6.3,9.1,7.94,7,-4,64,TVR575,0,0,0,0,0,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,HGA,1121,Egal International Airport,Hargeisa,Somalia,9.518170357,44.08879852,,0,DH8,Ethiopian Airlines,Y,10/30/2020,10/30/2020,2020,10,30,2020,10,30,7.3,8,8.5,7.94,0,12,217,TVR576,2,3,3,1,0,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,HKG,3077,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,,0,788,Ethiopian Airlines,Y,9/24/2020,9/24/2020,2020,9,24,2020,9,24,7.8,8.3,7.7,7.91,0,-1,71,TVR577,4,3,4,3,1,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,HRE,1005,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,-17.931801,31.0928,,0,788,Ethiopian Airlines,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,8.1,6.3,9.4,7.9,-2,-5,144,TVR578,7,4,4,3,0,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JED,2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,21.6796,39.156502,,0,738 752,Ethiopian Airlines,Y,10/22/2020,10/22/2020,2020,10,22,2020,10,22,8.4,8,7.3,7.9,-5,-17,77,TVR579,4,3,2,4,1,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JIB,4119,Djibouti-Ambouli Airport,Djibouti,Djibouti,11.54730034,43.15950012,,0,DH8 73W,Ethiopian Airlines,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,8.6,8,7,7.88,-5,-6,20,TVR580,10,5,5,5,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JIJ,7417,Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121,,0,DH8,Ethiopian Airlines,Y,10/21/2020,10/21/2020,2020,10,21,2020,10,21,8.5,6.3,8.9,7.88,-8,2,194,TVR581,8,4,4,3,3,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JIM,1116,Jimma Airport,Jimma,Ethiopia,7.666090012,36.8166008,,0,DH8,Ethiopian Airlines,Y,10-01-2020,10-01-2020,2020,10,1,2020,10,1,7.7,7.8,8.1,7.85,-10,-25,21,TVR582,0,2,1,1,0,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JNB,813,OR Tambo International Airport,Johannesburg,South Africa,-26.1392,28.246,,0,77L,Ethiopian Airlines,Y,9/25/2020,9/25/2020,2020,9,25,2020,9,25,8.4,7.8,7.4,7.85,-2,19,174,TVR583,3,1,4,4,4,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JRO,1180,Kilimanjaro International Airport,Kilimanjaro,Tanzania,-3.429409981,37.07450104,,0,763,Ethiopian Airlines,Y,09-04-2020,09-04-2020,2020,9,4,2020,9,4,7.8,6.3,9.5,7.84,-8,-23,263,TVR584,7,4,4,3,4,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,JUB,1173,Juba International Airport,Juba,South Sudan,4.872010231,31.60110092,,0,DH8 73W,Ethiopian Airlines,Y,10-09-2020,10-09-2020,2020,10,9,2020,10,9,9.2,6.3,7.9,7.79,-1,-10,103,TVR585,2,1,4,3,0,0
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,KGL,1165,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395,,0,738,Ethiopian Airlines,Y,10/21/2020,10/21/2020,2020,10,21,2020,10,21,8.4,6.8,8.2,7.78,-3,-6,218,TVR586,9,3,5,4,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,KRT,1175,Khartoum International Airport,Khartoum,Sudan,15.58950043,32.55319977,,0,DH8 738,Ethiopian Airlines,Y,10/14/2020,10/14/2020,2020,10,14,2020,10,14,7.9,6.3,9.2,7.78,-7,-13,46,TVR587,9,5,5,5,5,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,KWI,2176,Kuwait International Airport,Kuwait,Kuwait,29.22660065,47.96889877,,0,738,Ethiopian Airlines,Y,10/22/2020,10/22/2020,2020,10,22,2020,10,22,8,6.3,9,7.77,13,8,141,TVR588,9,5,5,5,5,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LAD,951,Quatro de Fevereiro Airport,Luanda,Angola,-8.85837,13.2312,,0,77W,Ethiopian Airlines,Y,10-03-2020,10-03-2020,2020,10,3,2020,10,3,7.8,6.3,9.3,7.76,-8,-27,162,TVR589,0,1,3,3,4,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LBV,970,Libreville Leon M'ba International Airport,Libreville,Gabon,0.458600014,9.412280083,,0,738,Ethiopian Airlines,Y,10/27/2020,10/27/2020,2020,10,27,2020,10,27,7.9,6.3,9.1,7.75,-12,-9,88,TVR590,10,5,5,3,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LFW,298,Lom�-Tokoin Airport,Lome,Togo,6.165609837,1.254510045,,0,788 73W,Ethiopian Airlines,Y,09-07-2020,09-07-2020,2020,9,7,2020,9,7,8.3,6,8.8,7.7,-6,-8,133,TVR591,10,5,5,4,3,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LHR,507,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,,0,788 77L,Ethiopian Airlines,Y,10/25/2020,10/25/2020,2020,10,25,2020,10,25,8,6,9.1,7.7,-7,-12,117,TVR592,1,0,0,0,0,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LLW,1016,Lilongwe International Airport,Lilongwe,Malawi,-13.7894001,33.78099823,,0,738,Ethiopian Airlines,Y,9/28/2020,9/28/2020,2020,9,28,2020,9,28,8.1,6.3,8.7,7.69,-10,-10,93,TVR593,8,4,4,4,4,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LOS,273,Murtala Muhammed International Airport,Lagos,Nigeria,6.577370167,3.321160078,,0,77L,Ethiopian Airlines,Y,9/22/2020,9/22/2020,2020,9,22,2020,9,22,7.6,8,7.4,7.68,-6,8,155,TVR594,9,3,3,3,0,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,LUN,907,Kenneth Kaunda International Airport Lusaka,Lusaka,Zambia,-15.33080006,28.45260048,,0,788,Ethiopian Airlines,Y,9/18/2020,9/18/2020,2020,9,18,2020,9,18,7.5,7.8,7.8,7.67,-11,-26,146,TVR595,8,4,4,3,2,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,MBA,1145,Mombasa Moi International Airport,Mombasa,Kenya,-4.034830093,39.59420013,,0,738 DH8,Ethiopian Airlines,Y,10/18/2020,10/18/2020,2020,10,18,2020,10,18,7.4,7.8,7.8,7.65,21,45,342,TVR596,8,4,4,3,2,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,MCT,2194,Muscat International Airport,Muscat,Oman,23.59329987,58.28440094,,0,73W,Ethiopian Airlines,Y,10/31/2020,10/31/2020,2020,10,31,2020,10,31,7.2,6.5,9.2,7.65,-3,-17,65,TVR597,1,0,1,1,0,2
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,MPM,979,Maputo Airport,Maputo,Mozambique,-25.920799,32.572601,,0,73W 738,Ethiopian Airlines,Y,10/29/2020,10/29/2020,2020,10,29,2020,10,29,7.9,6,8.9,7.59,-2,-41,74,TVR598,6,3,4,3,1,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,MQX,1118,Mekele Airport,Makale,Ethiopia,13.4673996,39.53350067,,0,738 DH8 73W,Ethiopian Airlines,Y,9/23/2020,9/23/2020,2020,9,23,2020,9,23,7.3,7.8,7.7,7.57,-3,-10,190,TVR599,0,0,1,0,0,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,NBO,4059,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,,0,763 738,Ethiopian Airlines,Y,10/21/2020,10/21/2020,2020,10,21,2020,10,21,9.1,4.5,8.6,7.42,-7,-20,110,TVR600,0,0,1,0,0,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,NDJ,999,N'Djamena International Airport,N'djamena,Chad,12.1337,15.034,,0,738 752 763,Ethiopian Airlines,Y,10-04-2020,10-04-2020,2020,10,4,2020,10,4,5.5,7.8,9,7.41,-9,-1,41,TVR601,10,4,5,4,4,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,NIM,280,Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361,,0,752,Ethiopian Airlines,Y,10/16/2020,10/16/2020,2020,10,16,2020,10,16,6.2,6.5,9.5,7.39,0,-13,105,TVR602,1,2,1,1,1,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,OUA,246,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,,0,752,Ethiopian Airlines,Y,09-02-2020,09-02-2020,2020,9,2,2020,9,2,9.1,6.3,6.8,7.37,-6,-15,144,TVR603,7,3,4,0,0,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,PEK,3364,Beijing Capital International Airport,Beijing,China,40.08010101,116.5849991,,0,77L,Ethiopian Airlines,Y,10/20/2020,10/20/2020,2020,10,20,2020,10,20,7,8,7.1,7.37,-5,-2,214,TVR604,9,4,4,5,0,1
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,PNR,886,Pointe Noire Airport,Pointe-noire,Congo (Brazzaville),-4.816030025,11.88659954,,0,738,Ethiopian Airlines,Y,10/24/2020,10/24/2020,2020,10,24,2020,10,24,6.2,6.3,9.7,7.37,-3,-17,45,TVR605,6,4,4,0,0,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,PVG,3406,Shanghai Pudong International Airport,Shanghai,China,31.14340019,121.8050003,,0,788 77L,Ethiopian Airlines,Y,9/28/2020,9/28/2020,2020,9,28,2020,9,28,7.8,6.3,8,7.36,-3,-8,71,TVR606,10,4,5,4,3,5
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,RUH,2082,King Khaled International Airport,Riyadh,Saudi Arabia,24.95759964,46.69879913,,0,738,Ethiopian Airlines,Y,9/14/2020,9/14/2020,2020,9,14,2020,9,14,7.6,9.7,4.9,7.36,-3,-2,67,TVR607,9,4,4,5,4,3
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,SSG,891,Malabo Airport,Malabo,Equatorial Guinea,3.755270004,8.708720207,,0,763,Ethiopian Airlines,Y,10-04-2020,10-04-2020,2020,10,4,2020,10,4,8.1,6.5,7.4,7.33,8,-9,88,TVR608,7,4,4,4,1,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,SZE,9827,#N/A,#N/A,#N/A,#N/A,#N/A,,0,DH8,Ethiopian Airlines,Y,10/18/2020,10/18/2020,2020,10,18,2020,10,18,7.7,6.3,8.1,7.33,-3,-19,96,TVR609,8,4,4,5,0,4
ET,2220,ADD,1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,TLV,1590,Ben Gurion International Airport,Tel-aviv,Israel,32.01139832,34.88669968,,0,763,Ethiopian Airlines,Y,10-06-2020,10-06-2020,2020,10,6,2020,10,6,7.8,6.3,7.9,7.31,-4,-16,122,TVR610,7,5,5,1,3,4
